id	image_url
US8700296B2__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8700296B2__10.png
US8477425B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8477425B2__4.png
US10194137B1__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10194137B1__10.png
US10091068B1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10091068B1__3.png
US9390629B2__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9390629B2__9.png
US9202248B2__13	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9202248B2__13.png
US9009783B2__30	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9009783B2__30.png
US9710836B1__30	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9710836B1__30.png
US20120084226A1__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20120084226A1__2.png
US9826031B2__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9826031B2__10.png
US9412186B2__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9412186B2__9.png
US9917687B2__11	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9917687B2__11.png
US11113428B1__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11113428B1__7.png
US9501390B1__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9501390B1__8.png
US11132710B2__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11132710B2__9.png
US8798272B2__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8798272B2__8.png
US8560549B1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8560549B1__3.png
US9158851B2__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9158851B2__7.png
US11487513B1__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11487513B1__8.png
US8661267B2__11	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8661267B2__11.png
US8463073B2__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8463073B2__3.png
US10819772B2__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10819772B2__9.png
US9691035B1__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9691035B1__4.png
US7716077B1__29	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US7716077B1__29.png
US10068306B2__14	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10068306B2__14.png
US20100070526A1__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20100070526A1__4.png
US11435873B1__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11435873B1__4.png
US10093454B1__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10093454B1__4.png
US11113353B1__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11113353B1__5.png
US8825625B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8825625B2__4.png
US8150750B2__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8150750B2__10.png
US8600913B2__87	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8600913B2__87.png
US10878826B2__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10878826B2__5.png
US9351193B2__34	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9351193B2__34.png
US10674907B2__15	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10674907B2__15.png
US20210232331A1__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20210232331A1__7.png
US9804665B2__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9804665B2__7.png
US20220058828A1__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20220058828A1__2.png
US9959132B2__17	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9959132B2__17.png
US11468541B2__40	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11468541B2__40.png
US8850591B2__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8850591B2__3.png
US11303499B2__11	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11303499B2__11.png
US11467726B2__235	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11467726B2__235.png
US9870347B1__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9870347B1__2.png
US10389803B1__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10389803B1__10.png
US9563782B1__12	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9563782B1__12.png
US9216857B1__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9216857B1__2.png
US8995785B2__15	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8995785B2__15.png
US10210171B2__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10210171B2__9.png
US10739162B2__12	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10739162B2__12.png
US8983929B2__11	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8983929B2__11.png
US8386587B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8386587B2__4.png
US9645221B1__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9645221B1__8.png
US9558081B2__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9558081B2__10.png
US9501415B1__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9501415B1__9.png
US9129319B2__16	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9129319B2__16.png
US10797989B2__28	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10797989B2__28.png
US11323656B2__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11323656B2__8.png
US10606543B2__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10606543B2__9.png
US20210342404A1__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20210342404A1__5.png
US20200257595A1__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20200257595A1__9.png
US9747425B2__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9747425B2__3.png
US10678657B1__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10678657B1__2.png
US9497238B1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9497238B1__3.png
US20070273909A1__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20070273909A1__6.png
US10341317B2__17	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10341317B2__17.png
US9639868B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9639868B2__2.png
US9720476B1__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9720476B1__6.png
US10649920B2__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10649920B2__5.png
US10339935B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10339935B2__2.png
US20200081924A1__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20200081924A1__6.png
US20110154213A1__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20110154213A1__5.png
US9747652B2__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9747652B2__6.png
US20200004596A1__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20200004596A1__10.png
US8880592B2__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8880592B2__10.png
US10805301B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10805301B2__2.png
US8060513B2__12	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8060513B2__12.png
US20120330759A1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20120330759A1__3.png
US20200245017A1__43	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20200245017A1__43.png
US10372572B1__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10372572B1__8.png
US11294726B2__15	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11294726B2__15.png
US9275163B2__14	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9275163B2__14.png
US20130304604A1__24	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20130304604A1__24.png
US9009608B2__18	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9009608B2__18.png
US9917792B2__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9917792B2__3.png
US20200143384A1__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20200143384A1__9.png
US8843824B1__15	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8843824B1__15.png
US9916751B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9916751B2__4.png
US9390629B2__17	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9390629B2__17.png
US11023887B2__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11023887B2__8.png
US10560816B2__23	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10560816B2__23.png
US10812378B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10812378B2__2.png
US20100081861A1__39	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20100081861A1__39.png
US9313232B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9313232B2__2.png
US11537516B1__22	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11537516B1__22.png
US20210224790A1__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20210224790A1__7.png
US11109471B1__72	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11109471B1__72.png
US9480087B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9480087B2__4.png
US20140082099A1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20140082099A1__3.png
US8412571B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8412571B2__2.png
US20180367433A1__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20180367433A1__6.png
US10055509B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10055509B2__2.png
US10023298B1__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10023298B1__7.png
US11042663B2__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11042663B2__7.png
US8856015B2__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8856015B2__3.png
US7107462B2__13	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US7107462B2__13.png
US10511711B2__14	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10511711B2__14.png
US10949124B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10949124B2__4.png
US9754584B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9754584B2__4.png
US7973978B2__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US7973978B2__9.png
US9910723B2__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9910723B2__7.png
US9654207B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9654207B2__4.png
US10474351B2__18	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10474351B2__18.png
US9576236B2__34	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9576236B2__34.png
US20210224790A1__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20210224790A1__8.png
US10430917B2__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10430917B2__8.png
US20140006994A1__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20140006994A1__7.png
US20150220975A1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20150220975A1__3.png
US9224009B1__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9224009B1__4.png
US7941542B2__27	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US7941542B2__27.png
US9985869B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9985869B2__4.png
US11050765B2__17	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11050765B2__17.png
US11468079B1__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11468079B1__9.png
US9813552B2__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9813552B2__5.png
US8990265B1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8990265B1__3.png
US6970173B2__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US6970173B2__6.png
US6895310B1__38	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US6895310B1__38.png
US10242028B2__29	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10242028B2__29.png
US10242084B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10242084B2__2.png
US11449222B2__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11449222B2__5.png
US20160134737A1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20160134737A1__3.png
US8843637B2__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8843637B2__7.png
US11182096B1__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11182096B1__7.png
US9870405B2__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9870405B2__7.png
US11140233B2__17	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11140233B2__17.png
US20190102802A1__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20190102802A1__5.png
US10922148B2__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10922148B2__7.png
US10542446B2__14	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10542446B2__14.png
US10402239B2__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10402239B2__6.png
US9197767B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9197767B2__4.png
US20170247000A1__31	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20170247000A1__31.png
US8073789B2__14	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8073789B2__14.png
US9805097B2__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9805097B2__3.png
US10217117B2__21	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10217117B2__21.png
US7797510B1__7	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US7797510B1__7.png
US20210125091A1__8	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20210125091A1__8.png
US20110107223A1__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20110107223A1__4.png
US11144608B2__24	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11144608B2__24.png
US8543927B1__43	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8543927B1__43.png
US10810256B1__10	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10810256B1__10.png
US20210191985A1__11	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20210191985A1__11.png
US11461002B2__21	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11461002B2__21.png
US9501329B2__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9501329B2__3.png
US7171654B2__4	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US7171654B2__4.png
US10996974B2__20	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10996974B2__20.png
US10893036B2__12	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US10893036B2__12.png
US9626348B2__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9626348B2__2.png
US9696770B2__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9696770B2__6.png
US20160321633A1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20160321633A1__3.png
US20100197293A1__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20100197293A1__2.png
US9007239B1__6	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9007239B1__6.png
US20180129747A1__12	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20180129747A1__12.png
US20220107845A1__9	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20220107845A1__9.png
US9202572B2__38	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US9202572B2__38.png
US8209630B2__18	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US8209630B2__18.png
US11188223B2__71	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11188223B2__71.png
US20220067994A1__2	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20220067994A1__2.png
US20200050968A1__25	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20200050968A1__25.png
US20210232331A1__5	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20210232331A1__5.png
US20120212406A1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US20120212406A1__3.png
US11354120B1__3	https://raw.githubusercontent.com/0xnakul/PatentDesc-testims/b966911e328f44e16b4e6f6f81b57c4d24cddd4a/images/US11354120B1__3.png
